,name,address,city,state,zipcode,phone,website,
241,The Cheesecake Factory,3041 Stevens Creek Blvd,Santa Clara ,CA,95050,(408) 246-0092,http://www.thecheesecakefactory.com,
242,Stuft Pizza,700 Bellomy St,Santa Clara ,CA,95050,(408) 296-1600,,
243,for Seasons Pho,1045 Monroe St,Santa Clara ,CA,95050,(408) 557-9923,http://fourseasonspho.com,
244,Justin's,1285 Homestead Rd,Santa Clara ,CA,95050,(408) 215-9332,http://www.chefjustinperez.com,
245,Panera Bread,2002 El Camino Real,Santa Clara ,CA,95050,(408) 615-1557,https://www.panerabread.com/en-us/home.html?utm_source=yext&utm_medium=referral&utm_campaign=yext,
246,White Elephant Gourmet,930 El Camino Real,Santa Clara ,CA,95050,(408) 987-9373,http://whiteelephantsc.com,
247,Ahoy's Bar-B-Que,2367 El Camino Real,Santa Clara ,CA,95050,(408) 378-2838,,
248,Ed's Teriyaki,1992 Lafayette St,Santa Clara ,CA,95050,(408) 988-1411,,
249,Membei Restaurant,1349 Coleman Ave,Santa Clara ,CA,95050,(408) 588-1557,,
250,D & T Foods,2026 Martin Ave,Santa Clara ,CA,95050,(408) 988-8892,http://www.dtfoods.com,
251,Boudin Bakery,2855 Stevens Creek Blvd Ste 2451,Santa Clara ,CA,95050,(408) 249-4101,http://boudinbakery.com,
252,Old Port Lobster Shack,2855 Stevens Creek Blvd,Santa Clara ,CA,95050,(408) 248-2455,http://www.oplobster.com,
253,Tava Indian Kitchen,2855 Stevens Creek Blvd,Santa Clara ,CA,95050,(408) 246-8282,http://tavaindian.com,
254,Rack & Roll BBQ Shack,2855 Stevens Creek Blvd,Santa Clara ,CA,95050,(408) 244-1124,http://www.oplobster.com,
256,Ray's Crab Shack,5989 Mowry Ave,Newark ,CA,94560,(510) 648-3069,http://www.rayscrabshack.com/,
257,Fiorillo's Restaurant Inc.,638 El Camino Real,Santa Clara ,CA,95050,(408) 766-7527,http://fiorillosrestaurantinc.liveonatt.com,
258,Sushi O Sushi Japanese Cuisine,2789 El Camino Real,Santa Clara ,CA,95051,(408) 241-1677,http://www.sushiosushi.com,
259,Giorgio's Italian Food & Pizzeria,1445 Foxworthy Ave,San Jose ,CA,95118,(408) 474-0566,http://www.giorgiosandfjlitalian.com,
260,Giorgio's Italian Food & Pizzeria,643 E Calaveras Blvd,Milpitas ,CA,95035,(408) 212-7094,http://www.giorgiosandfjlitalian.com,
261,House Of Genji,1335 N 1st St,San Jose ,CA,95112,(408) 883-1427,http://www.houseofgenji.net,
262,AACHI AAPPAKADAI,1105 W El Camino Real,Sunnyvale ,CA,94087,(408) 329-4145,http://www.aachiaappakadai.com,
263,Hannegan's C B Inc.,208 Bachman Ave,Los Gatos ,CA,95030,(408) 560-2397,http://cbhannegans.com/,
264,Loft Bar & Bistro,90 S 2nd St,San Jose ,CA,95113,(408) 291-0677,http://www.loftbarandbistro.com,
265,Iron Works Barbeque,,,,,(512) 478-4856,http://www.ironworksbbq.com/,
266,Frankie Johnnie & Luigi Too!,939 W El Camino Real,Mountain View ,CA,94040,(650) 567-5114,http://www.fjlmountainview.com,
267,Round Table Pizza,,,,,,http://www.roundtablepizza.com,
268,Olive Garden Italian Restaurant,,,,,,http://www.olivegarden.com,
275,Kazoo Restaurant,250 Jackson St,San Jose ,CA,95112,(408) 288-9611,http://www.kazoorestaurant.com,
276,Duke Of Edinburgh,10801 N Wolfe Rd,Cupertino ,CA,95014,(408) 446-3853,http://www.theduke.com,
277,Angelo's Italian Restaurant & Pizza,436 Blossom Hill Rd,San Jose ,CA,95123,(408) 227-5502,http://angelositalianrestaurant.com,
278,Sam's BBQ Diner,3309 San Felipe Rd,San Jose ,CA,95135,(408) 270-1738,,
279,Khanhs Restaurant,618 Town And Country Vlg,San Jose ,CA,95128,(408) 241-4940,http://khanhsrestaurant.com/,
280,Rancho Canada Golf Club,4860 Carmel Valley Rd,Carmel ,CA,93923,(831) 624-0111,http://www.ranchocanada.com/-home,
281,Round Table Pizza,2615 The Alameda,Santa Clara ,CA,95050,(408) 248-9123,http://www.roundtablepizza.com/order?id=27,
282,Round Table Pizza,3253 Stevens Creek Blvd,San Jose ,CA,95117,(408) 296-3040,http://www.roundtablepizza.com/order?id=23,
283,Round Table Pizza,4400 Stevens Creek Blvd,San Jose ,CA,95129,(408) 983-0900,http://www.roundtablepizza.com/order?id=215,
284,Tao Tao Restaurant,175 S Murphy Ave,Sunnyvale ,CA,94086,(408) 736-3731,http://taotaocafe.com,
285,Kirk's Steakburgers,2388 S Bascom Ave,Campbell ,CA,95008,(408) 371-3565,http://www.kirks-steakburgers.com/,
286,Dinner at Buca di Beppo,,,,,,,
287,Sara's Kitchen,1595 Franklin St,Santa Clara ,CA,95050,(408) 247-7272,http://www.saraskitchen.biz,
288,Korea House,2340 El Camino Real,Santa Clara ,CA,95050,(408) 249-0808,http://korea-house.advertory.com,
289,Neto's Market And Grill,1313 Franklin St,Santa Clara ,CA,95050,(408) 296-0818,http://netosmarketandgrill.com,
290,Ninety-Nine Restaurant and Pub,2325 El Camino Real Ste 101,Santa Clara ,CA,95050,(408) 241-9658,http://www.99restaurants.com,
291,House Of Soul Food,1290 Coleman Ave,Santa Clara ,CA,95050,(408) 227-7685,http://www.houseofsoulfood.net,
292,King Chopstick,2374 El Camino Real,Santa Clara ,CA,95050,(408) 243-1868,http://www.kingchopstick.com,
293,Golden Mushroom Pizzeria,202 Saratoga Ave,Santa Clara ,CA,95050,(408) 247-9671,http://www.goldenmushroompizzeria.com,
294,House of Egg Roll,1686 Lafayette St,Santa Clara ,CA,95050,(408) 246-6849,,
295,Mio Vicino,1290 Benton St,Santa Clara ,CA,95050,(408) 241-9414,http://miovicino-santaclara.com,
296,Fiorillo's Restaurant Inc.,638 El Camino Real,Santa Clara ,CA,95050,(408) 766-7527,http://fiorillosrestaurantinc.liveonatt.com,
297,Round Table Pizza,2615 The Alameda,Santa Clara ,CA,95050,(408) 248-9123,http://www.roundtablepizza.com/order?id=27,
298,Thai Pepper,1045 Monroe St,Santa Clara ,CA,95050,(408) 984-1931,http://www.thaipeppercuisine.net,
299,Mayuri Indian Cuisine,2230 El Camino Real,Santa Clara ,CA,95050,(408) 248-9747,http://www.mayuricuisine.com,
300,Andy's BBQ,2367 El Camino Real,Santa Clara ,CA,95050,(408) 249-8158,http://www.andysbbq.com,
301,Fiorillos Restaurant Inc.,638 El Camino Real,Santa Clara ,CA,95050,(408) 984-0414,http://fiorillos.com,
302,Dusita Thai Cuisine,2325 El Camino Real Ste 104,Santa Clara ,CA,95050,(408) 247-5199,http://www.dusitathaicuisine.com,
303,The Cheesecake Factory,3041 Stevens Creek Blvd,Santa Clara ,CA,95050,(408) 246-0092,http://www.thecheesecakefactory.com,
304,Stuft Pizza,700 Bellomy St,Santa Clara ,CA,95050,(408) 296-1600,,
305,for Seasons Pho,1045 Monroe St,Santa Clara ,CA,95050,(408) 557-9923,http://fourseasonspho.com,
306,Justin's,1285 Homestead Rd,Santa Clara ,CA,95050,(408) 215-9332,http://www.chefjustinperez.com,
307,Panera Bread,2002 El Camino Real,Santa Clara ,CA,95050,(408) 615-1557,https://www.panerabread.com/en-us/home.html?utm_source=yext&utm_medium=referral&utm_campaign=yext,
308,White Elephant Gourmet,930 El Camino Real,Santa Clara ,CA,95050,(408) 987-9373,http://whiteelephantsc.com,
309,Ahoy's Bar-B-Que,2367 El Camino Real,Santa Clara ,CA,95050,(408) 378-2838,,
310,Ed's Teriyaki,1992 Lafayette St,Santa Clara ,CA,95050,(408) 988-1411,,
311,Membei Restaurant,1349 Coleman Ave,Santa Clara ,CA,95050,(408) 588-1557,,
312,D & T Foods,2026 Martin Ave,Santa Clara ,CA,95050,(408) 988-8892,http://www.dtfoods.com,
313,Boudin Bakery,2855 Stevens Creek Blvd Ste 2451,Santa Clara ,CA,95050,(408) 249-4101,http://boudinbakery.com,
314,Old Port Lobster Shack,2855 Stevens Creek Blvd,Santa Clara ,CA,95050,(408) 248-2455,http://www.oplobster.com,
315,Tava Indian Kitchen,2855 Stevens Creek Blvd,Santa Clara ,CA,95050,(408) 246-8282,http://tavaindian.com,
316,Rack & Roll BBQ Shack,2855 Stevens Creek Blvd,Santa Clara ,CA,95050,(408) 244-1124,http://www.oplobster.com,
318,Ray's Crab Shack,5989 Mowry Ave,Newark ,CA,94560,(510) 648-3069,http://www.rayscrabshack.com/,
319,Fiorillo's Restaurant Inc.,638 El Camino Real,Santa Clara ,CA,95050,(408) 766-7527,http://fiorillosrestaurantinc.liveonatt.com,
320,Sushi O Sushi Japanese Cuisine,2789 El Camino Real,Santa Clara ,CA,95051,(408) 241-1677,http://www.sushiosushi.com,
321,Giorgio's Italian Food & Pizzeria,1445 Foxworthy Ave,San Jose ,CA,95118,(408) 474-0566,http://www.giorgiosandfjlitalian.com,
322,Giorgio's Italian Food & Pizzeria,643 E Calaveras Blvd,Milpitas ,CA,95035,(408) 212-7094,http://www.giorgiosandfjlitalian.com,
323,House Of Genji,1335 N 1st St,San Jose ,CA,95112,(408) 883-1427,http://www.houseofgenji.net,
324,AACHI AAPPAKADAI,1105 W El Camino Real,Sunnyvale ,CA,94087,(408) 329-4145,http://www.aachiaappakadai.com,
325,Hannegan's C B Inc.,208 Bachman Ave,Los Gatos ,CA,95030,(408) 560-2397,http://cbhannegans.com/,
326,Loft Bar & Bistro,90 S 2nd St,San Jose ,CA,95113,(408) 291-0677,http://www.loftbarandbistro.com,
327,Iron Works Barbeque,,,,,(512) 478-4856,http://www.ironworksbbq.com/,
328,Frankie Johnnie & Luigi Too!,939 W El Camino Real,Mountain View ,CA,94040,(650) 567-5114,http://www.fjlmountainview.com,
329,Round Table Pizza,,,,,,http://www.roundtablepizza.com,
330,Olive Garden Italian Restaurant,,,,,,http://www.olivegarden.com,
337,Kazoo Restaurant,250 Jackson St,San Jose ,CA,95112,(408) 288-9611,http://www.kazoorestaurant.com,
338,Duke Of Edinburgh,10801 N Wolfe Rd,Cupertino ,CA,95014,(408) 446-3853,http://www.theduke.com,
339,Angelo's Italian Restaurant & Pizza,436 Blossom Hill Rd,San Jose ,CA,95123,(408) 227-5502,http://angelositalianrestaurant.com,
340,Sam's BBQ Diner,3309 San Felipe Rd,San Jose ,CA,95135,(408) 270-1738,,
341,Khanhs Restaurant,618 Town And Country Vlg,San Jose ,CA,95128,(408) 241-4940,http://khanhsrestaurant.com/,
342,Rancho Canada Golf Club,4860 Carmel Valley Rd,Carmel ,CA,93923,(831) 624-0111,http://www.ranchocanada.com/-home,
343,Round Table Pizza,2615 The Alameda,Santa Clara ,CA,95050,(408) 248-9123,http://www.roundtablepizza.com/order?id=27,
344,Round Table Pizza,3253 Stevens Creek Blvd,San Jose ,CA,95117,(408) 296-3040,http://www.roundtablepizza.com/order?id=23,
345,Round Table Pizza,4400 Stevens Creek Blvd,San Jose ,CA,95129,(408) 983-0900,http://www.roundtablepizza.com/order?id=215,
346,Loving Hut,2855 Stevens Creek Blvd Ste 2459,Santa Clara ,CA,95050,(408) 615-1422,http://www.sunglasshut.com,
347,Tava Indian Kitchen,2855 Stevens Creek Blvd,Santa Clara ,CA,95050,(408) 246-8282,http://tavaindian.com,
348,Chicken Wow,2855 Stevens Creek Blvd,Santa Clara ,CA,95050,(408) 241-0001,,
349,El Chalateco,2323 The Alameda,Santa Clara ,CA,95050,(408) 243-1357,,
350,Hungry Hound,1000 Lafayette St Ste C,Santa Clara ,CA,95050,(408) 241-2756,http://hungry-hound.advertory.com,
351,Golden Mushroom Pizzeria,202 Saratoga Ave,Santa Clara ,CA,95050,(408) 247-9671,http://www.goldenmushroompizzeria.com,
352,Gaboja,2333 El Camino Real,Santa Clara ,CA,95050,(408) 246-8773,http://www.gaboja.orengeo.com,
353,Donut Den,2482 De La Cruz Blvd,Santa Clara ,CA,95050,(408) 748-1456,http://donutden.com,
354,House of Egg Roll,1686 Lafayette St,Santa Clara ,CA,95050,(408) 246-6849,,
355,El Taconazo Taqueria,2015 Lafayette St,Santa Clara ,CA,95050,(408) 588-1655,http://www.yelp.com/biz/el-taconazo-taqu...,
356,Pizza My Heart,700 Bellomy St,Santa Clara ,CA,95050,(408) 241-0000,http://www.pizzamyheart.com,
357,Pizza My Heart,2855 Stevens Creek Blvd,Santa Clara ,CA,95050,(408) 241-4000,http://pizzamyheart.com/Pizza_My_Heart_Home.html,
358,Subway,1171 Homestead Rd Ste 120,Santa Clara ,CA,95050,(408) 247-2191,http://www.subway.com,
359,Boudin Bakery,2855 Stevens Creek Blvd Ste 2451,Santa Clara ,CA,95050,(408) 249-4101,http://boudinbakery.com,
360,Quiznos,495 El Camino Real Ste 11,Santa Clara ,CA,95050,(408) 985-2253,http://www.quiznos.com,
361,Toppings Tree Restaurant,1171 Homestead Rd,Santa Clara ,CA,95050,(408) 615-1804,http://www.toppingstree.com,
362,Justin's,1285 Homestead Rd,Santa Clara ,CA,95050,(408) 215-9332,http://www.chefjustinperez.com,
363,Yuki Sushi,1827 Pruneridge Ave,Santa Clara ,CA,95050,(408) 248-9144,http://yukisushi.com,
364,Oryza Bistro Asiana,2855 Stevens Creek Blvd # 1125,Santa Clara ,CA,95050,(408) 246-8010,,
365,Papa John's Pizza,1998 Homestead Rd Ste 101,Santa Clara ,CA,95050,(408) 248-5680,http://www.papajohns.com,
366,Korea House,2340 El Camino Real,Santa Clara ,CA,95050,(408) 249-0808,http://korea-house.advertory.com,
367,Mio Vicino,1290 Benton St,Santa Clara ,CA,95050,(408) 241-9414,http://miovicino-santaclara.com,
368,Su's Mongolian Barbeque Restaurant,1111 El Camino Real,Santa Clara ,CA,95050,(408) 985-2958,,
369,Arigato Sushi,2855 Stevens Creek Blvd,Santa Clara ,CA,95050,(408) 557-9191,http://www.arigato-sushi.com,
370,Ike's Lair,2235 The Alameda,Santa Clara ,CA,95050,(408) 244-2034,http://ilikeikesplace.com,
371,Wrap This,2281 The Alameda,Santa Clara ,CA,95050,(408) 246-9727,http://www.wrap-this.com,
372,Goo Yi Goo Yi,2331 El Camino Real,Santa Clara ,CA,95050,(408) 615-9292,http://www.gooyi.orengeo.com,
373,Mayuri Indian Cuisine,2230 El Camino Real,Santa Clara ,CA,95050,(408) 248-9747,http://www.mayuricuisine.com,
374,Dusita Thai Cuisine,2325 El Camino Real Ste 104,Santa Clara ,CA,95050,(408) 247-5199,http://www.dusitathaicuisine.com,
375,Mealtop Valley Fair,2855 Stevens Creek Blvd,Santa Clara ,CA,95050,(408) 261-1315,,
377,Round Table Pizza,1125 S Bascom Ave,San Jose ,CA,95128,(408) 286-6222,http://www.roundtablepizza.com/order?id=546,
378,Round Table Pizza,525 W Santa Clara St,San Jose ,CA,95113,(408) 999-5735,http://www.roundtablepizza.com/order?id=772,
379,Round Table Pizza,1175 Lincoln Ave,San Jose ,CA,95125,(408) 295-4644,http://www.roundtablepizza.com/order?id=16,
380,Round Table Pizza,3730 N 1st St,San Jose ,CA,95134,(408) 321-9922,http://www.roundtablepizza.com/order?id=925,
381,Round Table Pizza,1170 N Capitol Ave,San Jose ,CA,95132,(408) 258-8505,http://www.roundtablepizza.com/order?id=106,
382,Round Table Pizza,2351 McKee Rd,San Jose ,CA,95116,(408) 259-3940,http://www.roundtablepizza.com/order?id=41,
383,Round Table Pizza,14940 Camden Ave,San Jose ,CA,95124,(408) 371-9550,http://www.roundtablepizza.com/order?id=670,
384,Round Table Pizza,2129 Morrill Ave,San Jose ,CA,95132,(408) 263-8900,http://www.roundtablepizza.com/order?id=217,
385,Round Table Pizza,1118 Branham Ln,San Jose ,CA,95118,(408) 264-7155,http://www.roundtablepizza.com/order?id=31,
386,Round Table Pizza,1271 E Calaveras Blvd,Milpitas ,CA,95035,(408) 262-7822,http://www.roundtablepizza.com/order?id=920,
387,Round Table Pizza,5385 Camden Ave,San Jose ,CA,95124,(408) 267-9600,http://www.roundtablepizza.com/order?id=879,
388,Round Table Pizza,1015 E Capitol Expy,San Jose ,CA,95121,(408) 629-4242,http://www.roundtablepizza.com/order?id=184,
389,Round Table Pizza,5440A Thornwood Dr,San Jose ,CA,95123,(408) 578-5200,http://www.roundtablepizza.com/order?id=292,
390,Round Table Pizza,3212 S White Rd,San Jose ,CA,95148,(408) 274-9574,http://www.roundtablepizza.com/order?id=529,
391,Round Table Pizza,1159 Redmond Ave,San Jose ,CA,95120,(408) 997-2313,http://www.roundtablepizza.com/order?id=120,
392,Round Table Pizza,5885 Santa Teresa Blvd,San Jose ,CA,95123,(408) 227-8669,http://www.roundtablepizza.com/order?id=1007,
393,Round Table Pizza,6932 Almaden Expy,San Jose ,CA,95120,(408) 268-7474,http://www.roundtablepizza.com/order?id=530,
394,Round Table Pizza,6217 Santa Teresa Blvd,San Jose ,CA,95119,(408) 226-0756,http://www.roundtablepizza.com/order?id=46,
395,Round Table Pizza,16740 Monterey St,Morgan Hill ,CA,95037,(408) 779-6300,http://www.roundtablepizza.com/order?id=163,
396,Round Table Pizza,815 1st St,Gilroy ,CA,95020,(408) 842-0321,http://www.roundtablepizza.com/order?id=83,
397,World Gourmet Buffet,6010 Stevenson Blvd,Fremont ,CA,94538,(510) 323-2765,http://worldgourmetbuffet.rtrk.com/?scid=3327668,
398,Pizza My Heart,700 Bellomy St,Santa Clara ,CA,95050,(408) 241-0000,http://www.pizzamyheart.com,
399,Wicked Chicken,2565 The Alameda,Santa Clara ,CA,95050,(408) 246-9464,http://www.wickedchickenwings.com,
400,Lettuce Sandwich Shop,1345 Coleman Ave,Santa Clara ,CA,95050,(408) 844-9400,http://lettucesandwichshop.wix.com/lettu...,
401,Taqueria Vallarta,2525 Scott Blvd,Santa Clara ,CA,95050,(408) 492-9310,http://taqueriavallartarestaurant.com,
402,Cafe Tazza,2213 El Camino Real,Santa Clara ,CA,95050,(408) 249-2739,http://www.newindiabazar.us,
403,Fusion9,2277 El Camino Real,Santa Clara ,CA,95050,(408) 296-2277,,
404,White Sha110t,3143 Stevens Creek Blvd,Santa Clara ,CA,95050,(408) 246-5251,http://www.whiteshallot.com,
405,Cake Expressions,2325 De La Cruz Blvd,Santa Clara ,CA,95050,(408) 295-2253,http://www.cakeexpressions.com,
406,New Tandoori Cafe,2141 El Camino Real,Santa Clara ,CA,95050,(408) 553-9900,http://newtandooricafe.com,
407,Country Inn Cafe,2008 El Camino Real,Santa Clara ,CA,95050,(408) 244-6267,http://countryinns.com,
408,Joao's Restaurant,57 Washington St,Santa Clara ,CA,95050,(408) 244-1299,,
409,Cramers Bagels,495 El Camino Real,Santa Clara ,CA,95050,(408) 246-7580,http://www.cramersbagels.com,
410,Crescent Cuisine,1488 Franklin St,Santa Clara ,CA,95050,(408) 515-1007,,
411,Seniore's Pizza,940 Monroe St,Santa Clara ,CA,95050,(408) 261-2500,http://www.seniores-pizza.com,
412,New Krungthai,559 N Winchester Blvd,Santa Clara ,CA,95050,(408) 248-3435,http://www.newkrungthai.com,
413,Papa John's Pizza,1998 Homestead Rd Ste 101,Santa Clara ,CA,95050,(408) 248-5680,http://www.papajohns.com,
414,Little Caesars Pizza,2000 Homestead Rd Ste 3,Santa Clara ,CA,95050,(408) 249-9200,http://www.littlecaesars.com/,
415,Medina Kabob House,1899 Bellomy St,Santa Clara ,CA,95050,(408) 615-1500,http://www.medinakabobhouse.com,
416,MOD Pizza,2000 El Camino Real Ste 15,Santa Clara ,CA,95050,(669) 292-2900,http://modpizza.com/locations/santa-clara,
417,Peet's Coffee & Tea,2002 El Camino Real,Santa Clara ,CA,95050,(408) 831-7517,http://www.peets.com,
418,Just Burgers & Q,2141 El Camino Real,Santa Clara ,CA,95050,(408) 985-1472,,
419,Maple Leaf Donuts & Bagels,1795 Scott Blvd,Santa Clara ,CA,95050,(408) 296-3450,,
420,Mex Cal,444 N Winchester Blvd,Santa Clara ,CA,95050,(408) 615-1126,,
421,Kabab House Halal,2521 Newhall St,Santa Clara ,CA,95050,(408) 984-2204,http://www.kababhouse.us,
422,Beirut Cafe,2521 Newhall St,Santa Clara ,CA,95050,(408) 984-2204,,
423,Yum Yum Tree Cafe,797 Franklin St,Santa Clara ,CA,95050,(408) 241-2480,,
424,Ilbunjee #1-Pojangmacha,2325 El Camino Real,Santa Clara ,CA,95050,(408) 241-9658,http://mcdonalds.com,
425,Goo Yi Goo Yi,2331 El Camino Real,Santa Clara ,CA,95050,(408) 615-9292,http://www.gooyi.orengeo.com,
426,Sagar,2341 El Camino Real,Santa Clara ,CA,95050,(408) 380-4245,http://sagarveg.com,
427,Starbucks Coffee,2370 El Camino Real,Santa Clara ,CA,95050,(408) 984-7174,http://www.starbucks.com,
429,Einstein Bros Bagels,2380 El Camino Real,Santa Clara ,CA,95050,(408) 249-9923,http://www.einsteinbros.com,
430,Starbucks Coffee,2605 The Alameda,Santa Clara ,CA,95050,(408) 244-6873,http://www.starbucks.com,
431,Peet's Coffee & Tea,2605 The Alameda,Santa Clara ,CA,95050,(408) 244-6873,http://www.peets.com,
432,Starbucks Coffee,71 Washington St,Santa Clara ,CA,95050,(408) 244-3025,http://www.starbucks.com,
433,Starbucks Coffee,495 El Camino Real Ste 101,Santa Clara ,CA,95050,(408) 248-7343,http://www.starbucks.com,
434,Hula Dog Santa Clara,495 El Camino Real,Santa Clara ,CA,95050,(408) 352-5700,http://huladog.com,
435,Niko's Tacos,2155 Main St # Apt 221,Santa Clara ,CA,95050,(408) 250-1962,,
436,University Chicken,2565 The Alameda,Santa Clara ,CA,95050,(408) 241-2582,http://universitychicken.com,
437,El Mezquite Taqueria,2323 The Alameda,Santa Clara ,CA,95050,(408) 243-1357,http://elchalateco.com,
438,El Amigo,2323 The Alameda,Santa Clara ,CA,95050,(408) 899-4698,,
439,Peet's Coffee & Tea,1601 Coleman Ave,Santa Clara ,CA,95050,(408) 567-9000,http://www.peets.com,
440,Tonkotsu Taka,2219 The Alameda,Santa Clara ,CA,95050,(408) 564-4467,,
441,Taqueria Salsa Brava,375 Saratoga Ave,Santa Clara ,CA,95050,(408) 249-6255,http://salsabravasj.com,
442,Kenny's Cafe,2315 De La Cruz Blvd,Santa Clara ,CA,95050,(408) 588-1508,http://www.yelp.com/biz/kennys-cafe-santa-clara,
443,Neto's Market & Grill,288 Brokaw Rd,Santa Clara ,CA,95050,(408) 296-0818,http://netosmarketandgrill.com,
444,Peet's Coffee & Tea,234 Saratoga Ave,Santa Clara ,CA,95050,(408) 296-0515,http://www.peets.com,
445,Donut Den,2482 De La Cruz Blvd,Santa Clara ,CA,95050,(408) 748-1456,http://donutden.com,
446,Starbucks Coffee,200 Saratoga Ave,Santa Clara ,CA,95050,(408) 296-6808,http://www.starbucks.com,
447,Peet's Coffee & Tea,3071 Stevens Creek Blvd,Santa Clara ,CA,95050,(408) 248-3305,http://www.peets.com,
448,Starbucks Coffee,2855 Stevens Creek Blvd,Santa Clara ,CA,95050,(408) 983-0804,http://www.starbucks.com,
449,Crepe Delight,2855 Stevens Creek Blvd,Santa Clara ,CA,95050,(408) 260-9651,,
450,Chicken Wow,2855 Stevens Creek Blvd,Santa Clara ,CA,95050,(408) 241-0001,,
451,Cafe Central,2855 Stevens Creek Blvd,Santa Clara ,CA,95050,(408) 241-3088,,
452,Mealtop Valley Fair,2855 Stevens Creek Blvd,Santa Clara ,CA,95050,(408) 261-1315,,
453,Popolo Restaurant & Lounge,2855 Stevens Creek Blvd,Santa Clara ,CA,95050,(408) 260-9173,,
454,Lou's Cafe,960 Central Expy,Santa Clara ,CA,95050,(408) 235-1302,,
455,Viva Taqueria,444 N Winchester Blvd,Santa Clara ,CA,95050,(408) 615-1126,http://www.vivataqueriamex.com,
456,El Chalateco,2323 The Alameda,Santa Clara ,CA,95050,(408) 243-1357,,
457,Mini Cafe,2220 Park Ave Apt 12,Santa Clara ,CA,95050,(408) 806-3385,,
458,Pizza My Heart,2855 Stevens Creek Blvd,Santa Clara ,CA,95050,(408) 241-4000,http://pizzamyheart.com/Pizza_My_Heart_Home.html,
460,Tao Tao Restaurant,175 S Murphy Ave,Sunnyvale ,CA,94086,(408) 736-3731,http://taotaocafe.com,
461,Peet's Coffee & Tea,12 N Akron Dr,Mountain View ,CA,94035,(650) 603-9981,http://www.peets.com,
463,Tao Tao Restaurant,175 S Murphy Ave,Sunnyvale ,CA,94086,(408) 736-3731,http://taotaocafe.com,
464,Dinner at Buca di Beppo,,,,,,,
465,Peet's Coffee & Tea,12 N Akron Dr,Mountain View ,CA,94035,(650) 603-9981,http://www.peets.com,
467,Hangen Szechuan Restaurant,134 Castro St,Mountain View ,CA,94041,(650) 964-8881,http://www.hangen.biz,
